290.5461,0.00014284801431051292
280.5584,0.00014926878422519822
270.5602,0.00015435672502883674
260.5403,0.00015943653299507952
250.5174,0.0001662949448825419
240.5209,0.0001732621370745909
230.5182,0.0001813982559618426
220.4964,0.00018962068230966348
210.4757,0.00019823517256625212
200.4567,0.00020687005076249341
190.4484,0.00022002912133107342
180.4215,0.0002334357973001434
170.4021,0.0002476162807076373
160.3795,0.000261831805770667
149.991,0.00028105822288743127
140.3279,0.0002990596333160148
130.3022,0.00032324944000480034
120.2745,0.0003475849118313282
110.2365,0.00038073099874409965
100.2033,0.00041403511374032043
90.18678,0.00045662244390029196
80.12561,0.0005092659712080106
75.10074,0.000541223065017447
70.08175,0.0005732114714507761
65.08627,0.0006154701973030596
60.05639,0.0006580801937932162
55.02068,0.0007135335332441557
50.02217,0.0007686489405719119
45.00913,0.0008379954493294873
40.00146,0.000921104702884483
34.99866,0.001020870344104657
30.0014,0.001142296629946729
27.9954,0.0012033684432625389
25.99574,0.0012642944091812655
23.98602,0.0013341689822877652
21.98747,0.0014122074528193924
19.98709,0.0014904157354220298
17.98879,0.0015930123096523044
15.98999,0.001695851935666207
14.00307,0.0018259874972138455
12.9958,0.0019078213178338574
11.99436,0.0019898782066091725
10.99124,0.002106851500710341
10.00098,0.002223585925749252
8.997588,0.00243069101929581
8.004623,0.0026384380750055754
7.003155,0.003030429770525387
5.990597,0.0037310408694004077
5.504799,0.004416730481505213
5.005497,0.005157969323608533
4.501853,0.007078997533505576
4.00416,0.008990784119882054
3.49395,0.013438686626246355
2.997837,0.02154711308089376
2.496913,0.034852709420784764
