290.5461,0.0004183023663713386,0.1215361211699636
280.5584,0.00043511958224624897,0.12207645380367602
270.5602,0.00044830318483135437,0.12129299934860821
260.5403,0.00046185757415789043,0.12033251092836902
250.5174,0.0004795012527422435,0.12012340713372971
240.5209,0.000497485557487347,0.11965567402385843
230.5182,0.0005189274411687112,0.11962221966881721
220.4964,0.0005404075511496096,0.11915791956130477
210.4757,0.0005627872803558286,0.11845304678398928
200.4567,0.0005853306619899218,0.11733345291131515
190.4484,0.0006193885285957282,0.11796155424941067
180.4215,0.0006546627122223255,0.1181152285332203
170.4021,0.0006915662381882241,0.11784433927637358
160.3795,0.0007284647055478382,0.11683080524340952
149.991,0.0007784101841208571,0.1167545219264715
140.3279,0.0008255361952393557,0.11584576065192878
130.3022,0.0008885751061100887,0.115783291191378
120.2745,0.0009519300196573686,0.11449290714928019
110.2365,0.001038699860868748,0.11450263721265774
100.2033,0.001125483841956446,0.11277719506071435
90.18678,0.0012362807243251521,0.11149617770295314
80.12561,0.001373957956567247,0.11008921938430416
75.10074,0.0014572990138260202,0.10944423433960435
70.08175,0.0015404633191520253,0.10795836521698245
65.08627,0.0016505965032055459,0.10743116966869203
60.05639,0.0017620462586798566,0.10582213730931836
55.02068,0.0019064461760274307,0.10489396498842893
50.02217,0.0020500119836876726,0.10254604795006199
45.00913,0.0022308051828842717,0.10040660048111195
40.00146,0.002447408710942431,0.09789992165441522
34.99866,0.0027075537690048365,0.09476075379311881
30.0014,0.003024184008641463,0.09072975411685599
27.9954,0.0031832341411973573,0.0891159130764765
25.99574,0.0033421952356681803,0.08688283837566875
23.98602,0.003524456851580265,0.08453769253114127
21.98747,0.003727614647357926,0.08196081523034297
19.98709,0.003931525806833102,0.07857976013849582
17.98879,0.004198760692751136,0.07553062436215471
15.98999,0.004466669291860589,0.0714219973101579
14.00307,0.004805915771021498,0.067297574955718
12.9958,0.0050191455031273835,0.06522781112954285
11.99436,0.005232956945053207,0.0627659694634684
10.99124,0.005537687214292842,0.06086604921722405
10.00098,0.005842119451833414,0.058426919795396944
8.997588,0.006381989057186626,0.057422508157073705
8.004623,0.006923291554770648,0.05541833881502289
7.003155,0.007945545976980887,0.05564389003642358
5.990597,0.009772831401605942,0.058545094475966356
5.504799,0.011561743972708725,0.06364507665922302
5.005497,0.013495334375514952,0.06755085573063696
4.501853,0.018508093106221868,0.08332071447452423
4.00416,0.023496540566521455,0.09408390787484254
3.49395,0.03510310802630146,0.12264850428849598
2.997837,0.05626262394647883,0.16866617578384027
